id,text,label
787,"кофта вся кривая, на теле задирается постоянно наверх,особенно под курткой...рукава и бока на швах стянуты- это видно на фото, вообщем я не довольна покупкой((",нет товара
788,"классная кофта. пришла без размера. заказывала ,,м, на 44. очень понравилась. спасибо большое",нет товара
789,ткань приятная но на свой размер s с ростом 160 немного маловата лучше заказать побольше швы тоже не идеал но в принципе за такие деньги кофто класс,текстиль
790,супер куртка и общительный продавец,одежда
791,посылка не доставлена,нет товара
792,Вот это мне а не заказ,нет товара
793,"Заказ так и не пришёл,но ставлю 5 звёзд за отзывчивость продавца и возврат денег ",нет товара
794,"заказ так и не пришел,не могли отследить его!продавец не отвечал на вопросы,...оформила возврат денег,пока не вернули",нет товара
795,"Шапка кривая,  синтетика.",нет товара
796,Юбка отличная.Дочке понравилось. Спасибо большое.,нет товара
797,думала что другой материал.А это синтетика,нет товара
798,"К сожалению, ткань не очень порадовала и материалом, и запахом.
Также на ней был брак в виде чёрных пятен, которые не отстирываются. Надеюсь, в будущем качество будет лучше",текстиль
799,"товар не получен.  не  позволяет открыть спор. категорически не советую. Вобще, все что идет в Россию через Литву получается через раз (((((",нет товара
800,"для такой цены пойдет, слишком тонкий",нет товара
801,Очень качественная.,нет товара
802,"Заказывала XL(48рус) немножко тесновато, надо было XXL",нет товара
803,"Платье отличное!!! На рост 170 длина супер, заказала xxl на параметры 95/75/105 село супер, если параметры будут чуть больше, уже будет в обтяг. Доставка почти месяц",нет товара
804,большое спасибо ) все супер ),нет товара
805,"Огромное, ткань ужасная ",текстиль
806,xxxl   максимум 48 размер не в восторге,обувь
807,"Все бы ничего, колготки вроде неплохие. Но одно но, верх черные шортики, которые совсем ни к чему. Получается черный низ, светлая середина и черный верх. С коротким такой вариант не одеть.",текстиль
808,"он очень короткий даже с моим ростом,цвет конечно супер но это единственный плюс,не стоит этих денег вообще",обувь
809,"Товар не пришёл, продавец не вернул деньги и обвинял меня во лжи!",нет товара
810,супео,нет товара
811,"качество,размер. за спор не вернули деньги. очень огорчена",нет товара
812,"Юбка отличная! На параметры 60/90 взяла S, сидит идеально. Никакого запаха и торчащих ниток. Рекомендую!",одежда
813,отлично все.,нет товара
814,"Товар не получила,деньги вернул. ждала посылку 2 месяца ",нет товара
815,The pants do not fit - they're short and too tight,нет товара
816,"товар не пришёл, деньги продавец не отправляет, на смс не отвечает.Ужас",нет товара
817,"Ужасный продавец! Лохотрон какой-то! Долго не отправлял заказ, деньги возвращать не стал. В итоге, отправил посылку, пришло это. Хамство просто. Деньги вернул AliExpress, спором.",нет товара
818,"размер xl большеват на 48,лучше l взять,ткань хорошая,цена соответствует качеству,продавец молодец быстро пришел товар.",одежда
819,"платье подошло по размеру, материал лёгкий, синтетика, немного узковаты в рукавах. Брала маме на размер 60",одежда
820,оказалась мала.  выглядит не так как на фото. фон не белоснежный. материал как будто вафельное полотенце напоминает. в общем не очень. на дачу пойдет,нет товара
821,Все понравилось. Спасибо  продавцу. Рекомендую.,нет товара
822,"Хорошее платье, полностью соответствует описанию, небольшая стрела на подкладке, но за такую цену даже глупо открывать спор!) спасибо продавцу ",одежда
823,"Качество платья отвратительное, везде торчат нитки, прошито криво и не аккуратно, товар на выброс",одежда
824,На рост 170 и размер S рукав немного коротковат. В остальном платье сидит как на модели. Качество изделия хорошее. Платье тёплое.,нет товара
825,похожа на женскую с выточками,обувь
826,"товар совсем не пришёл.деньги нео вернули.продавец обманщик попросил хороший отзыв тогда вернут деньгии ,на этом закрыли спор.торгуют воздухом .",нет товара
827,"заказ не отслеживался, продавец вообще не шел на контакт. 2 месяца зря прождала",нет товара
828,Очень маленький размер (((,нет товара
829,"Я не самый большой человек в этой жизни рост 160 и вес 53, заказав размер м мне прислали боди на 10 летнего ребёнка , ерунда само оно тонкое и маломерит, придётся отдать",одежда
830,"порадовала только доставка-чересчур быстрая, а сам комбез ужасен,в нем очень жарко,да и размер S как L",одежда
831,"дешевая синтетика. но за такие деньги,что и следовало ожидать. на 46 размер как раз",одежда
832,"Доставка быстрая, но произошла какая то ошибка и костюм для жены так и не получил, пришел не тот товар, (авто аксессуары  какие-то),  деньги вернули, к продавцу претензий нет, скорее ошибка почты.",нет товара
833,"очень маленький размер, для девушки с  размером  S ростом 164 см. сидит не свободно, выше колена на 20 см.",одежда
834,На груди большая зацепка-вырвана нитка горизонтально почти по всей длинне. Ткань именно серый цвет очень сильно синтетическая. Брала такую же другого цвета-все понравилось. Серую-не рекомендую. ,нет товара
835,"Свитерок отличный ,качество супер ! На свой 46 взяла L ,но можно было и М взять ! Продрала рекомендую ! ",нет товара
836,"Трусы хорошие, нигде не жмут и не давят. Заказывали L на размер 42. Нет торчащих ниток и запаха. Цвета соответствуют картинке, после стирки не полиняли. В упаковке 5 штук.",текстиль
837,Ну такое. В целом неплохо. На троечку за такие деньги,нет товара
838,"по качеству, фасону хорошее. Цвет мне понравился тоже. Единственное с размером не угадала, брала М на 42... большой, но с портупеей отлично",нет товара
839,Очень узко. Еле впихнула свой 44 рр в L ((,нет товара
840,"Заказала размер S продавец видимо спутал и отправил размер XL ....
Рубашка в жёлтых пятнах !!!
Очень плохо!!!!",одежда
841,"Цвет темно серый, а не светлый, как на картинке. А хотелось именно светло-серое. По покрою вопросов нет",одежда
842,"Футболка очень неприятная к телу, торчат нитки и нашивка ужасно выглядит!",одежда
843,"Не плохая пижама, за исключением одного большого НО - нижняя часть (штаны) совершенно одинаковы что зад что перед! Посадка такая хороша только для абсолютно плоскозадых!",нет товара
844,"Пошито не аккуратно,не то что ожидала.Вот доставка удивила,прям к двери,за это большой плюс.",нет товара
845,"Товар отправили быстро, пришел тоже быстро. Качество хорошее, но нам пришла кофта на размер меньше от заказанного,поэтому только три звезды",одежда
846,"Это уже третья футболка , две предидущие были отличного качества , а эта блестящая синтетика ",нет товара
847,"заказ шел очень долго даже открыла спор тк защита истекала спор закрыли не в мою пользу, но спустя неделю платье доставили на дом",одежда
848,Все супер!!! быстро подошла по размеру М,нет товара
849,"Размерная сетка не соответствует. Заказала размер ххl маме, а по итогу в пору мне. На 44 нормально. ",одежда
850,"Товар не пришёл,продавец до последнего доказывало,что отправил свитер и просил закрыть спор!Присылал неверный трек-номер!",нет товара
851,"Намного короче,чем на фото",нет товара
852,"Слишком долгая доставка, пахнут резиной",нет товара
853,Маленькие. Когда одеваешь рисунка почти нет. Белая подошва.,нет товара
854,"Заказ ждала 3 месяца, так и не пришел. Номер не отслеживается.",нет товара
855,"Заказ получила через 45 дней очень долгая доставка, но юбка понравилась все как на фото. Продавца рекомендую.",одежда
856,очень долго шла.пришла непойми куда.еле нашли.не соответствие размеров.огромные рукова у футболок.футболка пришла с браком стерта краска,одежда
857,"Товар не пришёл ! Открыла спор с продавцом, а он его  просто закрыл :( очень расстроилась ! Не советую продавца и магазин ! ",нет товара
858,товар не пришёл из за,нет товара
859,"товар отправлен не на тот адрес ! продавец без ответственный! Ошибок не признаёт,спор закрыт только после подключения Ali",нет товара
860,"Синтетика, в центре груди проходит шов-не ровный, швы у гипюра кривые, швы в майке норм.",одежда
861,Пришли три свитера разного размера ,одежда
862,блузка класс)все швы ровные цвет такой же как на картинки.буду заказывать ещё в другом цвете.Продавцу спасибо за быстрое отправление заказа.,нет товара
863,"Не совпала с лекалами, плечи слегка морщат",одежда
864,НИ ТОВАРА НЕ ДЕНЕГ!!! УЖАС!,нет товара
865,рубашка не соответствует размерной сетке.5хl максимум на 48 размер.очень жаль!а так рубашка не плохая.,одежда
866,"Заказ пришёл с браком на рукаве(( очень расстроилась. Но в остальном-нормально выглядит,швы ровные,запаха нет. Открыла спор,деньги вернули",нет товара
867,"Пижама хорошая ,но короткая,даже на рост 161.",текстиль
868,"Жилет оказался большим. Да это бы не беда, но вот проймы очень сильно вырезаны, некрасиво и неудобно",одежда
869,"заказывали серые брюки, а пришли черные.  Указанный размер L, по факту примерки соответствует размеру S. Единственный плюс брюк, они сшиты качественно, нигде не торчат нитки.",одежда
870,"хорошая куртка. запах присутствуют, но не критично. на зиму будет холодновато, а вот на весну, осень самый раз.",одежда
871,"куртка очень тонкая,двойные некрасивые швы,рукава очень широкие,хотя остальное как раз",одежда
872,"Не подошёл размер , деньги не вернули ",нет товара
873,"Размер не соответствует,качество неплохое,доставка быстрая",нет товара
874,"до Мск пришло за 25 дней. качество... синтетика. сама блузка бежевая, а кружево белое. проймы большие. горло топорщится. В общем другого за такие деньги не стоит ждать..",одежда
875,"Товар шол 22 дня, оформлялся 3 дня. Трек отслеживался. Качество отличное, мягкая, запаха нет, размер соответствует. Позже дополню отзыв, после стирки.",нет товара
876,"прочитав отзывы решила заказать, но размер не подошел, у меня 46, маленькая, а так пришла очень быстро.",обувь
877,товар не пришел и денег нет (((((((((((   стрееееееем  продавцу     фуууууууууу,нет товара
878,Как описано. Качественный пошив. На 52-54 подошёл 4xl.,нет товара
879,"Большой, и на вид как купальник!",нет товара
880,"не такие яркие , как на фото",нет товара
881,Размер не соответствует. Пошив на узкие плечи. Пришло маленького размера.,нет товара
882,"качество соответствует цене, запаха нет, швы обработаны нормально, нитки не торчат, брак отсутствует,на свой s (42) заказывала m (44/46) всё равно не сходится",нет товара
883,на колготках была дырка,нет товара
884,"очень приятные носки, толстенькие, хорошо тянутся, на мой 39-40 русский подошли отлично) только красный не такой яркий, как на фото, в реальности.",товары для детей
885,непонравилось что плохо лежит по телу.выворачиваеться,нет товара
886,"Всё, как в описании,  шапочка вязаная,  внутри утепленная",нет товара
887,Получила классные джинсы. качество порадовало. Ткань котон стреч.  Заказала темно синие 30 р. подошли замечательно. У меня рост 162см. обхват бедер 102см.,одежда
888,"не получила, деньги вернули",нет товара
889,Не качественная ткань,нет товара
890,"Продавец отправил посылку не на тот адрес и отказывается возвращать деньги , повторяя по сто раз , что я смогу получить посылку . У которой , кстати , уже истек срок Хранения . Ужас в общем .",нет товара
891,"Кофточка очень хорошая. Ткань к телу приятная, рукав регулируется. Доставка супер быстрая. Огромное спасибо. Рекомендую",нет товара
892,Так и не пришёл ,нет товара
893,"Очень тонкая синтетическая ткань. Хлопок если и есть, то мало. Много ниток, плохопрошитые швы, лампас подогнут в одном месте. В общем для дома пойдет, но не для гостей )) S на ОБ 88 нормально",текстиль
894,Подходит на рос.50/52 рост 175 длина до щиколотки. Немного маловата пройма.,обувь
895,"Не совсем соответствует фото, маломерит ",одежда
896,футболка маломерит! заказала xl  а на самом дели размер S. прям впритык.  хотя я нашу размер М. взяла чтобы была свободная.,одежда
897,"Шорты супер, мягкие, приятные телу, по размеру",нет товара
898,Super synthetic ,текстиль
899,"Очень грубая пряжа,даже после стирки ,на рост 150-160,короткий и свитер и юбка,смотрится несуразно ! Жаль потраченных денег.",текстиль
900,"Посылкой очень довольна.Шла месяц, что немного огорчает.На ощупь приятная, подошла по размеру.Берите на размер больше.Спасибо продавцу за подарочек.",нет товара
901,"Очень короткая, торчат нитки",текстиль
902,"спасибо, очень довольна. размер определила по отзывам .на русский 50 заказала xl .подошло. буду заказывать ещё в другом цвете.",нет товара
903,"цвет отличается от того, что на картинке. не такой яркий. ткань тонкая, но вроде хорошая. пока непонятные впечатления, смотрится дёшево.",нет товара
904,"Заказывала два месяца назад . Срок истёк , продавец продлил . Снова истёк срок. Открыла спор . Продавец не хотел возвращать деньги . Через две недели спора , деньги все таки вернули . Не советую",нет товара
905,размер на меня не подошел маленький был,обувь
906,товар не пришел. затерялся где-то в пути продавец втечении двух дней вернул деньги. Продавец отзывчивый.,нет товара
907,"Товар не пришёл. Открыла спор- продавец попросил отклонить и ещё подождать , убрать спор и не портить ему статистику. Отклонила спор , в итоге ни возврата денег , ни платья",нет товара
908,"Свитер короткий ,на фото он намного длиннее ",одежда
909,"Заказываю вторую такую и всем советую.  Тёплая,  удобная,  хорошо стирается. Доставка две недели до Мурманска.",нет товара
910,"Маленькое, не понравилось ",нет товара
911,"XL отлично подошел на 46 рос ( ОТ 89, рост 164)",обувь
912,"xxl на 52 подошло, смотрится симпатично",нет товара
913,Товар не пришел. Деньги не вернули,нет товара
914,"Деньги вернули, заказ не пришёл ",нет товара
915,"совсем не похожа на то что на картинке. это не объемный свитер, а скорее тонкий джемпер, он скорее длинный, чем вот такой пушистый. Ткань приятная, к ней притензий нет, но смотрится страшно.",одежда
916,"куртка очень красивая пошита качествено  , доставуа быстрая",нет товара
917,"Платье очень маленькое. рукава короткие. Талия под грудь.  заказывала свой размер. Оно не вязаное,  а как будто из синтетической шерсти.",нет товара
918,"Куртка хорошая и мне очень жаль, что выслали не тот размер, что заказывала я... Пришлось подарить её родственнице, а себе теперь буду заказывать у другого  ( внимательного) продавца.",нет товара
919,"заказа так и нет, деньги не вернули!",нет товара
920,Соответствует описанию! Доставка 20 дней до Свердловской области.,нет товара
921,"платье по размеру хорошо тянется, но ткань холодная синтетика и конечно зацепки на нем неизбежны. смотрится хорошо но к телу не приятно",одежда
922,"Отличное качество, мама довольна ",товары для детей
923,Ну за такую цену возможно и ничего так.. Но больше заказывать не буду и не советую. Я столько ниток внутри в жизни не видела! И швы ужасные. 250 руб красная цена,нет товара
924,"качество супер! жаль размер не подошёл, велико.  печалька.",одежда
925,"Футболка сделана из самого дерьмового хлопка к которому все липнет. При долгой носке скорее всего скатается. Сама по себе длинная, рукава почти до локтя. За такую цену довольна, но ткань оставляет желать лучшего :(",одежда
926,"три месяца ожидания,ужасное качество даже лук в них хранить нельзя,худший заказ на этом сайте",нет товара
927,Качество не очень. Выглядет дёшево. Не на выход. ,нет товара
928,"надпись китайская,для русских сллжно.  качество фигня. но в подарок положили резинку",нет товара
929,пришла кофта. на размер 83-73-93 рост 175 размер Л идеально. немного коротковато. Мне кофта понравилась. заказом довольна.,нет товара
930,"очень широкие рукава, размер М на мой С велик в рукавах, но маловат в груди(86). и самое главное, не было шнурка.... как без шнурка не носить представить мне крайне сложно, так что огромный -",одежда
931,"Товар не пришёл, деньги вернули. Ждали очень долго ",нет товара
932,"Заказывала юбку 6 мая, так и не пришла, срок зашиты истёк.",нет товара
933,"Мало , заказывала XXXL на 48 - 50 размер, а получила L на 44 размер.",нет товара
934,"В общем нормальная, но рукава почему то коротковаты",нет товара
935,"тонкая ткань,  но за такую цену это ожидаемо.  оказалась большая, поэтому буду подшивать.  До Хаб.  края пришла быстро.  Берите свой русский размер) Спасибо продавцу))",нет товара
936,"Доставка быстрая, халат неплохой но очень воняет,надо проветривать долго",товары для детей
937,Товар так и не пришёл !!!!! Не стоит верить таким продавцам,нет товара
938,размер не совпал(меньше),обувь
939,"Я хотела платье как на первом фото и писала об этом продавцу , но пришло совсем другое. и все в затяжках  и с маленькой дыркой  . Я НАПИСАЛА ОБ ЭТОМ ПРОДАВЦУ НО В ОТВЕТ ТИШИНА.",нет товара
940,"Пальто смотрится хорошо, но есть претензии к пошиву...Вылезают нитки, что нарушает ромбовидную отстрочку рисунка....получаются пробелы. На боковых швах накулемлено и присборено.",нет товара
941,"Качество швов низкое, везде торчат нитки ",нет товара
942,"Товар не пришёл вообще,начала спор,пришёл ответ,на непонятном языке!!!и всё ",нет товара
943,"Товар не получила,деньги не вернули!!! Не советую этого продавца!!!! ((((((((",нет товара
944,"Качество ужасное, майка прозрачная, после первой стирки весь ажур ""поплыл""",одежда
945,Я думала маломерка опять будет !! Но оказался комбинезон таким большим!!!,товары для детей
946,"Пришли быстро, но когда достала их, обнаружила, что есть затяжки, очень расстроило, несмотря на то, что ткань плотная. Летом в них будет жарковато. Открыла спор, попросила половину денег за товар, деньги вернули ",нет товара
947,"Относительно размера советовалась с продавцом, он посоветовал размер L, заказала, в итоге висит на мне, как на вешалке. Недовольна таким советчиком.Юбка не такая яркая как на представленном продавцом фото, менее плотная. ",одежда
948,"неприятная к телу синтетика, и такое чувство, что до меня ее носили. не тратьте деньги, не стоит она этого.",одежда
949,"В целом понравился！  сел на 48 размер идеально. Единственний минус - при первой же стирке линял сильно, так что советую стирать отдельно вручную.",нет товара
950,"Жуткая синтетика, ткань даже скрепит. Но зато очень яркая",нет товара
951,Рукава рваные(((,нет товара
952,Хорошая! Плотная. Качество огонь. Рекомендую. Доставка быстрая.,нет товара
953,"Отличный пиджак, пришел быстро, отслеживался,  сшит хорошо, нитки не торчат, запаха нет. Единственное размер не угадала,  на свой М заказала L в притык, но не страшно, носить буду с удовольствием.  Спасибо!",нет товара
954,"водолазка хорошая, теплая, для тела очень приятная, мягонькая!  очень долгая доставка!  заказывала 11.11. пришла 27.12! продавец общительный, отвечал на вопросы) спасибо!",нет товара
955,"Юбка не соответствует описанию. Покупала голубую, прислали грязно серо-синию.  Спереди на самом видном месте повреждение ткани, похоже на ожоги, ткань обуглена. Носить не буду.",нет товара
956,Это такое Г. что нет слов.а трусики лучше бы вообще не ложили.ну какие деньги такой и товар.,нет товара
957,"вонючие, материал стремный",обувь
958,качество товара не очень,нет товара
959,"На фото они матовые, а пришли глянцевые ",нет товара
960,"Кофточка соответствует описанию. Но... не то,что думала.. но это скорее мое не внимание к деталям.. но в любом случае спасибо. Еще раз убеждаюсь что прежде чем заказывать, внимательно читать",одежда
961,"долгая доставка,чулки так себе,не успела одеть сразу стрелка пошла. носить постоянно их не возможно,так если только на один раз померить",текстиль
962,Великовата(((,нет товара
963,Сборки в коленках. Не обтягивают ,нет товара
964,"Товар пришел очень воняет плесенью!!! рубашка вся влажная какая-то!! про размер ничего сказать не могу, так как даже не смогла ее померить!!! ужас просто!!!",нет товара
965,"рисунок только до половины носка, то есть только сверху, нижняя часть стопы однотонным белым цветом. некрасиво выглядит переход от рисунка к белому цвету .",нет товара
966,"Неприятный к телу. Форму держит, если есть что держать) не надела ни разу, коже не приятно, на всю площадь чашки липучка. ",нет товара
967,"качество нормальное! но доставка оооочень долго, защита закончилась, до Омска 62 дня.",нет товара
968,"Продавец продлевал срок доставки, но товар так и не пришел.
На открытый спор продавец не ответил.",нет товара
969,Пришла блуза без одного манжета! Продавец в качестве компенсации предложил скидку на следующий заказ. В размере одного доллара. Щедро...,нет товара
970,"Цвет блузки не соответствует, вместо белой как на фото пришла желтоватая и ткань совсем другая по качеству",одежда
971,спасибо. соответствует ожиданиям. качество супер.,нет товара
972,"Доставка чуть больше месяца, в целом хорошая юбка, только модель своеобразная, не на каждые бедра пойдёт",одежда
973,"Оказалсь велика, но всё равно ставлю 5 звезд, так как это уже моя ошибка. Рост 168, ОГ-92, ОТ-62. L велика, на размер меньше над о было брать. Я оказалось не такой жирной, как думала. Пизда.",нет товара
974,"Товар шел около месяца. Платье тонкое. На карманах черный кож. заменитель смотрится дешево. Платье на бедрах сшито не закругленно, а криво. Придеться перешивать. Платье не стоит этих денег.",одежда
975,"Самые обыкновенные тонкие колготки, максимум 20 дэн, порвались в первый же день на пальцах. никакие они не суперпрочные. Ерунда, если бы знала, ни за что не ждала бы их месяц. Продавец обманывает.",товары для детей
976,Пришёл не тот цвет который я заказала!,нет товара
977,"блузка классная, но мне маловата в груди, ношу 50-52. очень жаль.",нет товара
978,размер s оказался большим,нет товара
979,"хороший халат, правда думала ткань плотнее будет просвечивает.",текстиль
980,"Заказ не пришёл,я ждала 2 месяца ",нет товара
981,"Шло 2 ёб'ан'ых месяца, а так всё норм, рекомендую.",нет товара
982,"отличная жилетка,на 44 подошёл М,
длинна на на картинке короткая,есть немного ниток,но не критично,качества хорошего и наполнителя достаточно,я довольна.В подарок продавец положил резинку для волос,спасибо.",одежда
983,"получила через месяц в Питер. качество хорошее, у меня р-р 35-36 мне как раз. не знаю как их натягивают на 37-38",обувь
984,"Заказ пришел быстро, 16 дней до Смоленска. Швы ровные, размер точно указан, XL рус. 46-48, на рост 176 до середины попы.На фото лучше чем в реальности. Не оправдал ожиданий. Буду открывать спор",одежда
985,Товар просто не пришел ,нет товара
986,"Юбка так себе. Швы торчат. По бокам юбка стоит, создается впечатление, что это живот. Деньги вернули. В талии L давит, хотя обхват талии небольшой. ",нет товара
987,жене понравилось и размер подошел,одежда
988,"не пришло, долго мучился со спором, продавец не хотел возвращать деньги, если вернул бы сразу без тягомотины поставил бы 5 звезд",нет товара
989,"КУРТКА НА теплую ОСЕНЬдо +12 ,но к сожалению оказался мал в груди,тесно",одежда
990,"Продавец мошенник говорил что товар будет отслеживаться,но в итоге дал не отслеживаемый трек номер...хотя я дополнительно заплатила...товар я,конечно же, не получила..очень жаль(",нет товара
991,"не подошёл рост, на мои162 ,длина ниже колен, рукав до кончиков пальцев. Нет различия между перелом и задом и поэтому ворот спереди слишком давит. размер соответствует описанию. материал акрил или вискоза, к телу нормально",одежда
992,На 52 размер 3ХХХLподошел. Качество хорошее,нет товара
993,"В целом не плохо! Маломерит, мой  размер L, заказывала XL-прям впритык, хотелось бы свободнее! Из недочетов-был грязный рукаф кофты, но отстирался хорошо! 1,5 недели лежал заказ на почте, смс не приходила",нет товара
994,Заказ не пришел. Открыла спор. Деньги еще не вернули.,нет товара
995,"Платье  пришло за 10 дней, ткань не очень, мне не понравилась, но дома носить можно))",нет товара
996,Полностью соответствует описанию ,нет товара
997,Изображение на футболке как клеёнка на ощупь,одежда
998,"На хлопок не похоже, нитки торчат. размер не соответствует, нужно брать  на 2-3 размера больше.",текстиль
999,"Спасибо продавцу, хорошие теплые штаны, на мой 44 размер-идеально! Тянутся хорошо. Талия высокая. Рекомендую.",одежда
1000,классная юбка за неделю,нет товара
1001,"Пришли быстро, качество нормальное ",нет товара
1002,"Надо было доставлять почтой,а не курьером. Долго не могла получить товар по этой причине. Юбка оказалась длиннее,чем на фото.",нет товара
1003,"Рубашка очень хорошая. Ткань тонкая, так что скорее летняя. Очень приятная к телу. 
По размеру - на меня свободно. Длина рукавов (у меня длинные руки) и самой рубашки - идеально.",одежда
1004,"очень короткая , рисунок тусклый , и в целом на фото е=не очень похоже .",нет товара
1005,"в целом рубашка не плохая,жаль только не угадала с размером оказалась велика",одежда
1006,Мягкий на ощупь. ,нет товара
1007,по размеру 5xl на наш 52. обхват груди 115.,обувь
1008,"плохо, но футболку я так и не получила, в последнее время я мало, что получаю с али, ничего не доходит почти. Надоело.",нет товара
1009,Дырка в на плече (,нет товара
1010,"Деньги на ветер иначе не назовёшь! После стирки перекосилось! Цвета естественно облезли, размер маломерит как минимум на 2-3 размера! Продавец просил 5! Хотя по факту не за что совершенно!",одежда
1011,"Платье пришло таким мокрым,что можно было выжать пол ведра воды с него! Я возмущена,как вообще такое возможно!Платье имеет стойкий запах сырости и плесени!!!!Не рекомендую продавца",нет товара
1012,"Все хорошо, отправили быстро. В подарок носочки ))",нет товара
1013,"отличное платье,покупаю не первый раз",нет товара
1014,"Хорошее платье, очень аккуратно сшито!рада на все ,а доставка вообще 7 дней.Да и ещё подарок положили, спасибо очень приятно!",нет товара
1015,тёплые. доставка быстрая.рекомендую.,нет товара
1016,Ужасные прлсто.,нет товара
1017,"Носки хорошие и подошли по размеру, приятного качество и не тёплые !!! Но ждали полтора месяца!!!!",текстиль
1018,"Товар пришел быстро, но качество так себе. Но за такие деньги сойдет.",нет товара
1019,Кофта шикарная !но с размером не угадали !!!!пришло на 2 размера меньше всего ,нет товара
1020,"Очень тонкие, большой размер, порвались в первый день",нет товара
1021,"пижама славная , но размер не соответствует.",текстиль
1022,заказано 29 сентября. пришло 1 декабря. 3 месяца. просто ужас.,нет товара
